我们都为比尔着盛装,9.1,法国,文艺,https://movie.douban.com/subject/4836985/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p821582577.jpg
脸庞，村庄,9.2,法国,文艺,https://movie.douban.com/subject/26764928/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2462590159.jpg
精神分裂症,9.0,法国,文艺,https://movie.douban.com/subject/3262918/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p857148064.jpg
请以你的名字呼唤我,9.0,法国,文艺,https://movie.douban.com/subject/26799731/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg
沉静如海,9.0,法国,文艺,https://movie.douban.com/subject/1769507/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2365157916.jpg
一路平安,9.0,法国,文艺,https://movie.douban.com/subject/1471586/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2215638675.jpg
金球,9.0,法国,文艺,https://movie.douban.com/subject/3134269/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2251344879.jpg
我是海尔姆特,9.4,德国,文艺,https://movie.douban.com/subject/5360245/,https://img3.doubanio.com/lpic/s4533690.jpg
60亿其他人,9.4,德国,文艺,https://movie.douban.com/subject/5151494/,https://img3.doubanio.com/lpic/s4689961.jpg
放牛班的春天,9.2,德国,文艺,https://movie.douban.com/subject/1291549/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910824951.jpg
皮娜·鲍什：穆勒咖啡馆,9.2,德国,文艺,https://movie.douban.com/subject/3921106/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2121858349.jpg
祖母的照相馆,9.2,德国,文艺,https://movie.douban.com/subject/11587751/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1659366674.jpg
春之祭,9.2,德国,文艺,https://movie.douban.com/subject/3278842/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2122603772.jpg
迁徙的鸟,9.1,德国,文艺,https://movie.douban.com/subject/1292281/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2238274168.jpg
沉静如海,9.0,德国,文艺,https://movie.douban.com/subject/1769507/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2365157916.jpg
六十五岁以上的女士和先生,9.0,德国,文艺,https://movie.douban.com/subject/4899886/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2417935308.jpg
美丽人生,9.5,意大利,文艺,https://movie.douban.com/subject/1292063/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p510861873.jpg
灿烂人生,9.3,意大利,文艺,https://movie.douban.com/subject/1291831/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1161132422.jpg
海上钢琴师,9.2,意大利,文艺,https://movie.douban.com/subject/1292001/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p511146807.jpg
天堂电影院,9.1,意大利,文艺,https://movie.douban.com/subject/1291828/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910901025.jpg
迁徙的鸟,9.1,意大利,文艺,https://movie.douban.com/subject/1292281/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2238274168.jpg
请以你的名字呼唤我,9.0,意大利,文艺,https://movie.douban.com/subject/26799731/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg
60亿其他人,9.4,西班牙,文艺,https://movie.douban.com/subject/5151494/,https://img3.doubanio.com/lpic/s4689961.jpg
迁徙的鸟,9.1,西班牙,文艺,https://movie.douban.com/subject/1292281/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2238274168.jpg
60亿其他人,9.4,印度,文艺,https://movie.douban.com/subject/5151494/,https://img3.doubanio.com/lpic/s4689961.jpg
里赫特：谜,9.5,俄罗斯,文艺,https://movie.douban.com/subject/1828568/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1553026976.jpg
胡桃夹子,9.3,俄罗斯,文艺,https://movie.douban.com/subject/3533599/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2257772540.jpg
60亿其他人,9.4,加拿大,文艺,https://movie.douban.com/subject/5151494/,https://img3.doubanio.com/lpic/s4689961.jpg
少年派的奇幻漂流,9.0,加拿大,文艺,https://movie.douban.com/subject/1929463/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1784592701.jpg
60亿其他人,9.4,澳大利亚,文艺,https://movie.douban.com/subject/5151494/,https://img3.doubanio.com/lpic/s4689961.jpg
大河之舞1995,9.4,爱尔兰,文艺,https://movie.douban.com/subject/1835118/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1932522618.jpg
寻找小糖人,9.1,瑞典,文艺,https://movie.douban.com/subject/7015798/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1741882642.jpg
请以你的名字呼唤我,9.0,巴西,文艺,https://movie.douban.com/subject/26799731/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg
